Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cell line]	Characteristics[disease]	Characteristics[organism part]	Characteristics[cell cycle phase]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[cell cycle phase]	Factor Value[single cell identifier]
S5	ERS1979289	SAMEA104354311	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S5	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	584	636	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S5	sequencing assay	ERX2233635	2015_02_13_1E_plate_4_S5_L000_R2_001.fastq.gz	2015_02_13_1E_plate_4_S5_L000_R2_001.fastq.gz	ERR2177272	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/002/ERR2177272/ERR2177272_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S5
S6	ERS1979290	SAMEA104354312	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S6	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	720	829	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S6	sequencing assay	ERX2233636	2015_02_13_1F_plate_4_S6_L000_R1_001.fastq.gz	2015_02_13_1F_plate_4_S6_L000_R1_001.fastq.gz	ERR2177273	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/003/ERR2177273/ERR2177273_1.fastq.gz	240	121	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S6
S6	ERS1979290	SAMEA104354312	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S6	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	720	829	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S6	sequencing assay	ERX2233636	2015_02_13_1F_plate_4_S6_L000_R2_001.fastq.gz	2015_02_13_1F_plate_4_S6_L000_R2_001.fastq.gz	ERR2177273	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/003/ERR2177273/ERR2177273_2.fastq.gz	80	41	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S6
S7	ERS1979291	SAMEA104354313	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S7	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	569	648	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S7	sequencing assay	ERX2233637	2015_02_13_1G_plate_4_S7_L000_R1_001.fastq.gz	2015_02_13_1G_plate_4_S7_L000_R1_001.fastq.gz	ERR2177274	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/004/ERR2177274/ERR2177274_1.fastq.gz	298	150	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S7
S7	ERS1979291	SAMEA104354313	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S7	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	569	648	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S7	sequencing assay	ERX2233637	2015_02_13_1G_plate_4_S7_L000_R2_001.fastq.gz	2015_02_13_1G_plate_4_S7_L000_R2_001.fastq.gz	ERR2177274	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/004/ERR2177274/ERR2177274_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S7
S8	ERS1979292	SAMEA104354314	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S8	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	565	648	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S8	sequencing assay	ERX2233638	2015_02_13_1H_plate_4_S8_L000_R1_001.fastq.gz	2015_02_13_1H_plate_4_S8_L000_R1_001.fastq.gz	ERR2177275	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/005/ERR2177275/ERR2177275_1.fastq.gz	140	71	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S8
S8	ERS1979292	SAMEA104354314	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S8	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	565	648	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S8	sequencing assay	ERX2233638	2015_02_13_1H_plate_4_S8_L000_R2_001.fastq.gz	2015_02_13_1H_plate_4_S8_L000_R2_001.fastq.gz	ERR2177275	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/005/ERR2177275/ERR2177275_2.fastq.gz	64	33	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S8
S10	ERS1979293	SAMEA104354315	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S10	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	645	721	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S10	sequencing assay	ERX2233639	2015_02_13_2B_plate_4_S10_L000_R1_001.fastq.gz	2015_02_13_2B_plate_4_S10_L000_R1_001.fastq.gz	ERR2177276	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/006/ERR2177276/ERR2177276_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S10
S10	ERS1979293	SAMEA104354315	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S10	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	645	721	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S10	sequencing assay	ERX2233639	2015_02_13_2B_plate_4_S10_L000_R2_001.fastq.gz	2015_02_13_2B_plate_4_S10_L000_R2_001.fastq.gz	ERR2177276	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/006/ERR2177276/ERR2177276_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S10
S12	ERS1979294	SAMEA104354316	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S12	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	542	645	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S12	sequencing assay	ERX2233640	2015_02_13_2D_plate_4_S12_L000_R1_001.fastq.gz	2015_02_13_2D_plate_4_S12_L000_R1_001.fastq.gz	ERR2177277	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/007/ERR2177277/ERR2177277_1.fastq.gz	262	132	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S12
S12	ERS1979294	SAMEA104354316	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S12	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	542	645	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S12	sequencing assay	ERX2233640	2015_02_13_2D_plate_4_S12_L000_R2_001.fastq.gz	2015_02_13_2D_plate_4_S12_L000_R2_001.fastq.gz	ERR2177277	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/007/ERR2177277/ERR2177277_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S12
S13	ERS1979295	SAMEA104354317	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S13	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	674	751	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S13	sequencing assay	ERX2233641	2015_02_13_2E_plate_4_S13_L000_R1_001.fastq.gz	2015_02_13_2E_plate_4_S13_L000_R1_001.fastq.gz	ERR2177278	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/008/ERR2177278/ERR2177278_1.fastq.gz	298	150	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S13
S13	ERS1979295	SAMEA104354317	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S13	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	674	751	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S13	sequencing assay	ERX2233641	2015_02_13_2E_plate_4_S13_L000_R2_001.fastq.gz	2015_02_13_2E_plate_4_S13_L000_R2_001.fastq.gz	ERR2177278	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/008/ERR2177278/ERR2177278_2.fastq.gz	72	37	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S13
S14	ERS1979296	SAMEA104354318	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S14	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	474	554	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S14	sequencing assay	ERX2233642	2015_02_13_2F_plate_4_S14_L000_R1_001.fastq.gz	2015_02_13_2F_plate_4_S14_L000_R1_001.fastq.gz	ERR2177279	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/009/ERR2177279/ERR2177279_1.fastq.gz	300	151	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S14
S14	ERS1979296	SAMEA104354318	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S14	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	474	554	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S14	sequencing assay	ERX2233642	2015_02_13_2F_plate_4_S14_L000_R2_001.fastq.gz	2015_02_13_2F_plate_4_S14_L000_R2_001.fastq.gz	ERR2177279	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/009/ERR2177279/ERR2177279_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S14
S15	ERS1979297	SAMEA104354319	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S15	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	554	620	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S15	sequencing assay	ERX2233643	2015_02_13_2G_plate_4_S15_L000_R1_001.fastq.gz	2015_02_13_2G_plate_4_S15_L000_R1_001.fastq.gz	ERR2177280	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/000/ERR2177280/ERR2177280_1.fastq.gz	292	147	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S15
S15	ERS1979297	SAMEA104354319	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S15	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	554	620	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S15	sequencing assay	ERX2233643	2015_02_13_2G_plate_4_S15_L000_R2_001.fastq.gz	2015_02_13_2G_plate_4_S15_L000_R2_001.fastq.gz	ERR2177280	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/000/ERR2177280/ERR2177280_2.fastq.gz	64	33	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S15
S16	ERS1979298	SAMEA104354320	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S16	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	464	525	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S16	sequencing assay	ERX2233644	2015_02_13_2H_plate_4_S16_L000_R1_001.fastq.gz	2015_02_13_2H_plate_4_S16_L000_R1_001.fastq.gz	ERR2177281	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/001/ERR2177281/ERR2177281_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S16
S16	ERS1979298	SAMEA104354320	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S16	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	464	525	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S16	sequencing assay	ERX2233644	2015_02_13_2H_plate_4_S16_L000_R2_001.fastq.gz	2015_02_13_2H_plate_4_S16_L000_R2_001.fastq.gz	ERR2177281	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/001/ERR2177281/ERR2177281_2.fastq.gz	80	41	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S16
S18	ERS1979299	SAMEA104354321	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S18	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	688	762	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S18	sequencing assay	ERX2233645	2015_02_13_3B_plate_4_S18_L000_R1_001.fastq.gz	2015_02_13_3B_plate_4_S18_L000_R1_001.fastq.gz	ERR2177282	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/002/ERR2177282/ERR2177282_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S18
S18	ERS1979299	SAMEA104354321	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S18	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	688	762	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S18	sequencing assay	ERX2233645	2015_02_13_3B_plate_4_S18_L000_R2_001.fastq.gz	2015_02_13_3B_plate_4_S18_L000_R2_001.fastq.gz	ERR2177282	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/002/ERR2177282/ERR2177282_2.fastq.gz	124	63	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S18
S2	ERS1979300	SAMEA104354322	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S2	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	357	389	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S2	sequencing assay	ERX2233646	2015_02_13_3C_plate_3_S2_L000_R1_001.fastq.gz	2015_02_13_3C_plate_3_S2_L000_R1_001.fastq.gz	ERR2177283	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/003/ERR2177283/ERR2177283_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S2
S2	ERS1979300	SAMEA104354322	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S2	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	357	389	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S2	sequencing assay	ERX2233646	2015_02_13_3C_plate_3_S2_L000_R2_001.fastq.gz	2015_02_13_3C_plate_3_S2_L000_R2_001.fastq.gz	ERR2177283	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/003/ERR2177283/ERR2177283_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S2
S19	ERS1979301	SAMEA104354323	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S19	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	583	654	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S19	sequencing assay	ERX2233647	2015_02_13_3C_plate_4_S19_L000_R1_001.fastq.gz	2015_02_13_3C_plate_4_S19_L000_R1_001.fastq.gz	ERR2177284	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/004/ERR2177284/ERR2177284_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S19
S19	ERS1979301	SAMEA104354323	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S19	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	583	654	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S19	sequencing assay	ERX2233647	2015_02_13_3C_plate_4_S19_L000_R2_001.fastq.gz	2015_02_13_3C_plate_4_S19_L000_R2_001.fastq.gz	ERR2177284	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/004/ERR2177284/ERR2177284_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S19
S20	ERS1979302	SAMEA104354324	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S20	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	691	790	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S20	sequencing assay	ERX2233648	2015_02_13_3D_plate_4_S20_L000_R1_001.fastq.gz	2015_02_13_3D_plate_4_S20_L000_R1_001.fastq.gz	ERR2177285	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/005/ERR2177285/ERR2177285_1.fastq.gz	300	151	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S20
S20	ERS1979302	SAMEA104354324	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S20	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	691	790	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S20	sequencing assay	ERX2233648	2015_02_13_3D_plate_4_S20_L000_R2_001.fastq.gz	2015_02_13_3D_plate_4_S20_L000_R2_001.fastq.gz	ERR2177285	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/005/ERR2177285/ERR2177285_2.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S20
S21	ERS1979303	SAMEA104354325	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S21	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	707	802	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S21	sequencing assay	ERX2233649	2015_02_13_3E_plate_4_S21_L000_R1_001.fastq.gz	2015_02_13_3E_plate_4_S21_L000_R1_001.fastq.gz	ERR2177286	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/006/ERR2177286/ERR2177286_1.fastq.gz	302	152	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S21
S21	ERS1979303	SAMEA104354325	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S21	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	707	802	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S21	sequencing assay	ERX2233649	2015_02_13_3E_plate_4_S21_L000_R2_001.fastq.gz	2015_02_13_3E_plate_4_S21_L000_R2_001.fastq.gz	ERR2177286	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/006/ERR2177286/ERR2177286_2.fastq.gz	64	33	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S21
S22	ERS1979304	SAMEA104354326	Homo sapiens	MLS 1765-92	myxoid liposarcoma	adipose tissue	G1	cell	P-MTAB-68727	P-MTAB-68726	P-MTAB-68728	P-MTAB-68729	S22	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	657	737	5'-3'-3'-5'	P-MTAB-68730	Genomics Core facility at the University of Gothenburg	S22	sequencing assay	ERX2233650	2015_02_13_3F_plate_4_S22_L000_R1_001.fastq.gz	2015_02_13_3F_plate_4_S22_L000_R1_001.fastq.gz	ERR2177287	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/007/ERR2177287/ERR2177287_1.fastq.gz	300	151	P-MTAB-68731	P-MTAB-68732	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6142/E-MTAB-6142.processed.1.zip	G1	S22
